player_id,name,nation,position,rating,market_value_eur,club,is_current_callup
397,C. Kouamé,Côte d'Ivoire,FWD,74,4600000,Fiorentina,True
398,M. Diomande,Côte d'Ivoire,MID,74,9000000,Rangers FC,True
399,C. Operi,Côte d'Ivoire,DEF,74,3800000,Medipol Başakşehir FK,True
400,C. Kipré,Côte d'Ivoire,DEF,74,4200000,Ipswich Town,True
401,E. Bailly,Côte d'Ivoire,DEF,74,2900000,Real Oviedo,False
402,C. Akpa,Côte d'Ivoire,DEF,74,6000000,AJ Auxerre,False
403,J. Krasso,Côte d'Ivoire,FWD,74,4600000,Paris FC,False
404,E. Latte Lath,Côte d'Ivoire,FWD,73,4000000,Atlanta United,False
405,Y. Wissa,DR Congo,FWD,82,31000000,Newcastle United,True
406,S. Banza,DR Congo,FWD,81,26500000,Sporting Clube de Braga,True
407,A. Wan-Bissaka,DR Congo,DEF,80,22000000,West Ham United,True
408,C. Bakambu,DR Congo,FWD,77,5000000,Real Betis Balompié,True
409,A. Masuaku,DR Congo,DEF,75,4099999,Sunderland,True
410,C. Mbemba,DR Congo,DEF,75,4600000,Lille OSC,True
411,S. Essende,DR Congo,FWD,74,4600000,FC Augsburg,True
412,N. Sadiki,DR Congo,MID,74,9000000,Sunderland,True
413,J. Kayembe,DR Congo,DEF,74,3600000,KRC Genk,True
414,N. Mukau,DR Congo,MID,74,8500000,Lille OSC,True
415,Silas,DR Congo,MID,74,5000000,VfB Stuttgart,True
416,A. Tuanzebe,DR Congo,DEF,73,3200000,Burnley,True
417,A. Pululu,DR Congo,FWD,72,2900000,Jagiellonia Białystok,True
418,B. Baningime,DR Congo,MID,71,2200000,Hearts,True
419,D. Batubinsika,DR Congo,DEF,71,1700000,AS Saint-Étienne,True
420,S. Kapuadi,DR Congo,DEF,71,1700000,Legia Warszawa,True
421,C. Pickel,DR Congo,MID,71,1900000,RCD Espanyol,True
422,E. Kayembe,DR Congo,MID,71,2100000,Watford,True
423,N. Mbuku,DR Congo,MID,70,2500000,Montpellier HSC,True
424,G. Diangana,DR Congo,MID,70,1700000,Elche CF,True
425,M. Tisserand,DR Congo,DEF,70,1000000,Sydney FC,True
426,J. Muleka,DR Congo,FWD,70,2100000,Konyaspor,True
427,O. Maritu,DR Congo,FWD,70,2100000,Yunnan Yukun,True
428,M. Elia,DR Congo,FWD,70,1700000,Alanyaspor,True
429,J. Ngakia,DR Congo,DEF,69,1900000,Watford,True
430,W. Balikwisha,DR Congo,MID,68,1600000,Oud-Heverlee Leuven,True
431,P. Mpanzu,DR Congo,MID,68,1000000,Cambridge United,False
432,R. Bushiri,DR Congo,DEF,68,1400000,Hibernian,False
433,F. N'Sakala,DR Congo,DEF,67,375000,FC Annecy,False
434,L. Mpasi,DR Congo,GK,67,675000,Le Havre AC,False
435,M. Caicedo,Ecuador,MID,87,93000000,Chelsea,True
436,W. Pacho,Ecuador,DEF,86,83000000,Paris Saint-Germain,True
437,P. Hincapié,Ecuador,DEF,83,52000000,Arsenal,True
438,P. Estupiñán,Ecuador,DEF,79,18500000,AC Milan,True
439,Á. Preciado,Ecuador,MID,75,6000000,Sparta Praha,True
440,J. Ordoñez,Ecuador,DEF,75,12000000,Club Brugge KV,True
441,H. Galíndez,Ecuador,GK,74,475000,Huracán,True
442,A. Domínguez,Ecuador,GK,73,350000,LDU Quito,True
443,K. Páez,Ecuador,MID,73,7000000,RC Strasbourg Alsace,True
444,J. Burrai,Ecuador,GK,72,400000,Talleres,True
445,L. Campana,Ecuador,FWD,72,3500000,New England Revolution,True
446,C. Gruezo,Ecuador,MID,72,2000000,LDU Quito,True
447,J. Cifuentes,Ecuador,MID,72,3000000,Toronto FC,True
448,J. Chávez,Ecuador,DEF,72,3500000,RC Lens,True
449,J. Sornoza,Ecuador,MID,72,1900000,Independiente del Valle,True
450,F. Gaibor,Ecuador,MID,71,1200000,Alianza Lima,True
451,L. Quiñonez,Ecuador,DEF,71,1400000,LDU Quito,True
452,J. Ortiz,Ecuador,MID,71,1600000,Portland Timbers,True
453,B. Ramírez,Ecuador,MID,71,2600000,LDU Quito,True
454,J. Corozo,Ecuador,MID,71,1800000,Barcelona de Guayaquil,True
455,B. Palacios,Ecuador,FWD,71,1800000,Universidad Católica del Ecuador,True
456,J. Sarmiento,Ecuador,MID,70,3500000,Cremonese,True
457,A. Minda,Ecuador,MID,70,3600000,Cercle Brugge KSV,True
458,J. Mercado,Ecuador,FWD,70,3500000,Sparta Praha,True
459,J. Carabalí,Ecuador,DEF,70,1400000,Universitario de Deportes,True
460,E. Castillo,Ecuador,MID,70,1500000,Alianza Lima,True
461,P. Mercado,Ecuador,MID,70,3600000,Independiente del Valle,False
462,C. Garcés,Ecuador,FWD,70,675000,Cienciano,False
463,L. Cangá,Ecuador,DEF,70,1300000,Universidad Católica del Ecuador,False
464,A. Alvarado,Ecuador,MID,70,1700000,LDU Quito,False
465,M. Salah,Egypt,MID,91,82000000,Liverpool,True
466,O. Marmoush,Egypt,FWD,84,50500000,Manchester City,True
467,A. Hegazi,Egypt,DEF,75,1800000,NEOM SC,True
468,M. Abdelmonem,Egypt,DEF,74,5500000,OGC Nice,True
469,M. Mohamed,Egypt,FWD,73,3300000,FC Nantes,True
470,A. Hassan,Egypt,FWD,72,1900000,Al Ettifaq,True
471,R. Rabia,Egypt,DEF,67,650000,Al Ain,True
472,O. Fayed,Egypt,DEF,65,1500000,FC Arouca,True
473,K. Ashraf,Egypt,FWD,53,210000,Al Akhdoud Saudi Club,True
474,S. Sharples-Ahmed,Egypt,MID,52,210000,Bolton Wanderers,True
475,J. Bellingham,England,MID,90,174500000,Real Madrid,True
476,H. Kane,England,FWD,89,87000000,FC Bayern München,True
477,B. Saka,England,FWD,88,118500000,Arsenal,True
478,D. Rice,England,MID,87,83500000,Arsenal,True
479,C. Palmer,England,MID,87,109000000,Chelsea,True
480,T. Alexander-Arnold,England,DEF,86,73000000,Real Madrid,True
481,P. Foden,England,FWD,85,71500000,Manchester City,True
482,J. Pickford,England,GK,84,22500000,Everton,True
483,J. Maddison,England,MID,84,42000000,Tottenham Hotspur,True
484,O. Watkins,England,FWD,84,42000000,Aston Villa,True
485,A. Gordon,England,FWD,83,49500000,Newcastle United,True
486,J. Bowen,England,MID,83,36500000,West Ham United,True
487,B. White,England,DEF,83,35000000,Arsenal,True
488,E. Eze,England,MID,83,42000000,Arsenal,True
489,E. Konsa,England,DEF,82,30500000,Aston Villa,True
490,J. Stones,England,DEF,82,21000000,Manchester City,True
491,M. Rogers,England,MID,82,44500000,Aston Villa,True
492,M. Gibbs-White,England,MID,82,38000000,Nottingham Forest,True
493,M. Greenwood,England,MID,82,43500000,Olympique de Marseille,True
494,M. Guéhi,England,DEF,82,35000000,Crystal Palace,True
495,C. Gallagher,England,MID,81,35500000,Atlético Madrid,True
496,R. James,England,DEF,81,31500000,Chelsea,True
497,N. Pope,England,GK,81,8500000,Newcastle United,True
498,F. Tomori,England,DEF,81,29500000,AC Milan,True
499,D. Henderson,England,GK,81,20500000,Crystal Palace,True
500,J. Murphy,England,FWD,81,25000000,Newcastle United,True
501,I. Toney,England,FWD,81,25500000,Al Ahli SFC,False
502,C. Smalling,England,DEF,80,5500000,Al Fayha,False
503,C. Jones,England,MID,80,29000000,Liverpool,False
504,D. Solanke,England,FWD,80,23000000,Tottenham Hotspur,False
505,K. Mbappé,France,FWD,91,173500000,Real Madrid,True
506,O. Dembélé,France,FWD,90,122500000,Paris Saint-Germain,True
507,W. Saliba,France,DEF,87,92000000,Arsenal,True
508,M. Maignan,France,GK,87,61000000,AC Milan,True
509,J. Koundé,France,DEF,87,85500000,FC Barcelona,True
510,M. Olise,France,MID,86,88000000,FC Bayern München,True
511,I. Konaté,France,DEF,86,70000000,Liverpool,True
512,M. Thuram,France,FWD,85,58500000,Inter,True
513,D. Doué,France,FWD,85,83500000,Paris Saint-Germain,True
514,A. Griezmann,France,FWD,85,26000000,Atlético Madrid,True
515,K. Benzema,France,FWD,85,18500000,Al Ittihad,True
516,D. Upamecano,France,DEF,85,62500000,FC Bayern München,True
517,N. Kanté,France,MID,85,18500000,Al Ittihad,True
518,B. Barcola,France,FWD,84,61500000,Paris Saint-Germain,True
519,M. Diaby,France,MID,84,50500000,Al Ittihad,True
520,B. Pavard,France,DEF,84,35500000,Olympique de Marseille,True
521,A. Tchouaméni,France,MID,84,50500000,Real Madrid,True
522,T. Hernández,France,DEF,84,44500000,Al Hilal,True
523,E. Camavinga,France,MID,83,73500000,Real Madrid,True
524,A. Rabiot,France,MID,83,35000000,AC Milan,True
525,L. Chevalier,France,GK,83,44000000,Paris Saint-Germain,True
526,H. Ekitiké,France,FWD,83,55500000,Liverpool,True
527,K. Coman,France,MID,83,35500000,Al Nassr,True
528,B. Kamara,France,MID,83,41000000,Aston Villa,True
529,J. Mateta,France,FWD,82,31000000,Crystal Palace,True
530,M. Guendouzi,France,MID,82,36000000,Lazio,True
531,C. Tolisso,France,MID,81,24500000,Olympique Lyonnais,False
532,Y. Fofana,France,MID,81,30500000,AC Milan,False
533,M. Simakan,France,DEF,81,34000000,Al Nassr,False
534,C. Nkunku,France,MID,81,27500000,AC Milan,False
535,F. Wirtz,Germany,MID,89,150500000,Liverpool,True
536,J. Kimmich,Germany,MID,89,86000000,FC Bayern München,True
537,J. Musiala,Germany,MID,88,133500000,FC Bayern München,True
538,J. Tah,Germany,DEF,87,66500000,FC Bayern München,True
539,A. Rüdiger,Germany,DEF,86,44000000,Real Madrid,True
540,M. ter Stegen,Germany,GK,86,22000000,FC Barcelona,True
541,N. Schlotterbeck,Germany,DEF,85,63500000,Borussia Dortmund,True
542,M. Neuer,Germany,GK,84,4700000,FC Bayern München,True
543,J. Brandt,Germany,MID,83,35500000,Borussia Dortmund,True
544,A. Stiller,Germany,MID,83,47500000,VfB Stuttgart,True
545,O. Baumann,Germany,GK,83,4000000,TSG 1899 Hoffenheim,True
546,İ. Gündoğan,Germany,MID,83,16500000,Galatasaray SK,True
547,E. Can,Germany,DEF,82,21000000,Borussia Dortmund,True
548,J. Burkardt,Germany,FWD,82,42000000,Eintracht Frankfurt,True
549,S. Gnabry,Germany,MID,82,30000000,FC Bayern München,True
550,D. Raum,Germany,DEF,82,32000000,RB Leipzig,True
551,W. Anton,Germany,DEF,82,26500000,Borussia Dortmund,True
552,K. Havertz,Germany,FWD,82,38000000,Arsenal,True
553,M. Mittelstädt,Germany,DEF,82,27500000,VfB Stuttgart,True
554,M. Götze,Germany,MID,82,18500000,Eintracht Frankfurt,True
555,M. Ginter,Germany,DEF,82,21000000,SC Freiburg,True
556,L. Sané,Germany,MID,82,30000000,Galatasaray SK,True
557,R. Koch,Germany,DEF,82,26500000,Eintracht Frankfurt,True
558,L. Goretzka,Germany,MID,82,29000000,FC Bayern München,True
559,F. Nmecha,Germany,MID,82,40000000,Borussia Dortmund,True
560,K. Adeyemi,Germany,MID,81,39000000,Borussia Dortmund,True
561,K. Trapp,Germany,GK,81,4400000,Paris FC,False
562,R. Andrich,Germany,MID,81,21500000,Bayer 04 Leverkusen,False
563,T. Kleindienst,Germany,FWD,81,25500000,Borussia Mönchengladbach,False
564,N. Amiri,Germany,MID,81,25500000,1. FSV Mainz 05,False
565,T. Partey,Ghana,MID,83,24000000,Villarreal CF,True
566,Iñaki Williams,Ghana,MID,83,30000000,Athletic Club,True
567,M. Kudus,Ghana,FWD,80,29000000,Tottenham Hotspur,True
568,A. Semenyo,Ghana,MID,80,26500000,AFC Bournemouth,True
569,A. Mumin,Ghana,DEF,77,12000000,Rayo Vallecano,True
570,A. Djiku,Ghana,DEF,77,0,nan,True
571,M. Salisu,Ghana,DEF,76,10000000,AS Monaco,True
572,A. Fatawu,Ghana,MID,76,15000000,Leicester City,True
573,R. Baba,Ghana,DEF,76,6500000,PAOK,True
574,J. Paintsil,Ghana,MID,76,8000000,LA Galaxy,True
575,E. Nuamah,Ghana,MID,75,11500000,Olympique Lyonnais,True
576,J. Aidoo,Ghana,DEF,75,5000000,RC Celta,True
577,G. Mensah,Ghana,DEF,74,4500000,AJ Auxerre,True
578,E. Gyasi,Ghana,MID,74,3500000,Palermo FC,True
579,A. Seidu,Ghana,DEF,74,6000000,Stade Rennais FC,True
580,E. Owusu,Ghana,MID,73,3500000,AJ Auxerre,True
581,J. Ayew,Ghana,MID,73,1900000,Leicester City,True
582,L. Zigi,Ghana,GK,73,2600000,FC St.Gallen 1879,True
583,C. Bonsu Baah,Ghana,MID,73,6500000,Al Qadsiah FC,True
584,S. Abdul Samed,Ghana,MID,73,3400000,OGC Nice,True
585,J. Schlupp,Ghana,DEF,73,2100000,Norwich City,True
586,T. Lamptey,Ghana,DEF,73,3800000,Fiorentina,True
587,E. Boateng,Ghana,FWD,72,2300000,Gaziantep FK,True
588,A. Ayew,Ghana,FWD,72,0,nan,True
589,O. Bukari,Ghana,FWD,72,2800000,Austin FC,True
590,A. Duncan,Ghana,MID,72,1800000,Venezia,True
591,J. Opoku,Ghana,DEF,72,3100000,Medipol Başakşehir FK,False
592,I. Sadiq,Ghana,MID,72,3100000,AZ Alkmaar,False
593,I. Osman,Ghana,MID,72,5500000,AJ Auxerre,False
594,I. Baba,Ghana,MID,71,1600000,UD Almería,False
595,J. Bellegarde,Haiti,MID,75,6500000,Wolverhampton Wanderers,True
596,F. Pierrot,Haiti,FWD,72,2300000,AEK Athens,True
597,R. Adé,Haiti,DEF,72,625000,LDU Quito,True
598,J. Duverne,Haiti,DEF,71,1800000,KAA Gent,True
599,C. Arcus,Haiti,DEF,71,1600000,Angers SCO,True
600,D. Jean Jacques,Haiti,MID,70,2300000,Philadelphia Union,True
601,J. Placide,Haiti,GK,69,150000,Sporting Club Bastia,True
602,Fafà Picault,Haiti,FWD,69,650000,Inter Miami,True
603,D. Etienne Jr.,Haiti,MID,66,850000,Toronto FC,True
604,D. Louicius,Haiti,FWD,65,1100000,FC Dallas,True
605,M. Expérience,Haiti,DEF,62,475000,AS Nancy Lorraine,True
606,A. Guboglo,Haiti,MID,59,575000,CF Montréal,True
607,B. Joseph,Haiti,MID,56,350000,FC Sion,True
608,W. Paugain,Haiti,DEF,55,160000,SV Zulte Waregem,True
609,M. Taremi,Iran,FWD,78,11500000,Olympiacos FC,True
610,A. Sayyadmanesh,Iran,MID,74,6500000,KVC Westerlo,True
611,A. Gholizadeh,Iran,MID,71,1800000,Lech Poznań,True
612,M. Hosseini,Iran,DEF,68,1100000,Kayserispor,True
613,A. Abedzadeh,Iran,GK,68,600000,CD Castellón,True
614,A. Karimi,Iran,MID,67,725000,Kayserispor,True
615,M. Doski,Iraq,DEF,68,1500000,Viktoria Plzeň,True
616,M. Jeahze,Iraq,DEF,68,1100000,Sarpsborg 08 FF,True
617,Z. Iqbal,Iraq,MID,68,2600000,FC Utrecht,True
618,I. Bayesh,Iraq,MID,68,1600000,Al Riyadh,True
619,A. Sher,Iraq,MID,67,2200000,Sarpsborg 08 FF,True
620,M. Madjed,Iraq,MID,66,1900000,Hammarby Fotboll,True
621,A. Al Hamadi,Iraq,FWD,66,1700000,Luton Town,True
622,M. Farji,Iraq,FWD,66,2100000,Strømsgodset IF,True
623,K. Yakob,Iraq,MID,66,1200000,Aarhus Gymnastikforening,True
624,A. Al-Ammari,Iraq,MID,65,750000,Cracovia,True
625,D. Al Saed,Iraq,MID,65,850000,BK Häcken,True
626,A. Jasim,Iraq,MID,62,975000,Al-Najma SC,True
627,M. Al-Taay,Iraq,MID,61,600000,Western Sydney Wanderers,True
628,A. Al-Hamawi,Iraq,FWD,60,500000,Randers FC,True
629,T. Kubo,Japan,MID,82,43500000,Real Sociedad,True
630,R. Doan,Japan,MID,82,32500000,Eintracht Frankfurt,True
631,K. Mitoma,Japan,MID,82,30500000,Brighton & Hove Albion,True
632,D. Maeda,Japan,FWD,79,18500000,Celtic,True
633,K. Sano,Japan,MID,79,23000000,1. FSV Mainz 05,True
634,H. Morita,Japan,MID,79,17000000,Sporting CP,True
635,W. Endo,Japan,MID,79,11500000,Liverpool,True
636,H. Ito,Japan,DEF,78,17500000,FC Bayern München,True
637,T. Minamino,Japan,MID,78,13500000,AS Monaco,True
638,K. Itakura,Japan,DEF,77,10000000,Ajax,True
639,D. Kamada,Japan,MID,77,10500000,Crystal Palace,True
640,J. Ito,Japan,MID,77,8500000,KRC Genk,True
641,A. Tanaka,Japan,MID,76,9000000,Leeds United,True
642,K. Machida,Japan,DEF,76,7000000,TSG 1899 Hoffenheim,True
643,R. Hatate,Japan,MID,76,8500000,Celtic,True
644,K. Nakamura,Japan,MID,76,10000000,Stade de Reims,True
645,S. Machino,Japan,FWD,75,7500000,Borussia Mönchengladbach,True
646,T. Asano,Japan,MID,75,5500000,RCD Mallorca,True
647,K. Furuhashi,Japan,FWD,75,5500000,Birmingham City,True
648,T. Watanabe,Japan,DEF,75,4800000,Feyenoord,True
649,A. Ueda,Japan,FWD,74,5000000,Feyenoord,True
650,K. Fujimoto,Japan,MID,74,5500000,Birmingham City,True
651,Y. Sugawara,Japan,DEF,74,5500000,SV Werder Bremen,True
652,S. Maikuma,Japan,DEF,74,4400000,AZ Alkmaar,True
653,Z. Suzuki,Japan,GK,74,8000000,Parma,True
654,T. Sakamoto,Japan,MID,72,2400000,Coventry City,True
655,K. Saito,Japan,MID,72,3500000,Queens Park Rangers,False
656,Y. Takaoka,Japan,GK,72,1600000,Vancouver Whitecaps FC,False
657,M. Yamane,Japan,DEF,72,1700000,LA Galaxy,False
658,K. Takai,Japan,DEF,72,4300000,Tottenham Hotspur,False
659,M. Al Tamari,Jordan,MID,75,5500000,Stade Rennais FC,True
660,Y. Al Arab,Jordan,DEF,75,4700000,FC Seoul,True
661,I. Sabra,Jordan,FWD,61,775000,Göztepe SK,True
662,J. Quiñones,Mexico,FWD,80,21500000,Al Qadsiah FC,True
663,S. Giménez,Mexico,FWD,79,27000000,AC Milan,True
664,L. Malagón,Mexico,GK,79,0,nan,True
665,G. Berterame,Mexico,FWD,78,0,nan,True
666,R. Alvarado,Mexico,MID,78,0,nan,True
667,H. Lozano,Mexico,FWD,78,14000000,San Diego FC,True
668,E. Álvarez,Mexico,MID,78,14500000,Fenerbahçe SK,True
669,E. Sánchez,Mexico,MID,78,0,nan,True
670,A. Vega,Mexico,FWD,78,0,nan,True
671,O. Pineda,Mexico,MID,77,10500000,AEK Athens,True
672,R. Jiménez,Mexico,FWD,77,5000000,Fulham FC,True
673,D. Lainez,Mexico,MID,76,0,nan,True
674,C. Rodríguez,Mexico,MID,76,0,nan,True
675,M. Ruiz,Mexico,MID,75,0,nan,True
676,C. Montes,Mexico,DEF,75,0,nan,True
677,J. Vásquez,Mexico,DEF,75,6500000,Genoa,True
678,J. Gallardo,Mexico,DEF,75,0,nan,True
679,J. Araujo,Mexico,DEF,74,8000000,AFC Bournemouth,True
680,J. Sánchez,Mexico,DEF,73,0,nan,True
681,C. Huerta,Mexico,FWD,73,4400000,RSC Anderlecht,True
682,J. Orozco Chiquete,Mexico,DEF,73,0,nan,True
683,E. Lira,Mexico,MID,73,0,nan,True
684,R. Rangel,Mexico,GK,72,0,nan,True
685,M. Chávez,Mexico,DEF,72,4500000,AZ Alkmaar,True
686,R. Huescas,Mexico,DEF,72,5000000,FC København,True
687,J. Sánchez Purata,Mexico,DEF,72,0,nan,True
688,C. Moreno,Mexico,GK,72,0,nan,False
689,O. Vargas,Mexico,MID,69,3000000,Seattle Sounders FC,False
690,Álex Padilla,Mexico,GK,68,2300000,Athletic Club,False
691,L. Martínez Dupuy,Mexico,FWD,67,2100000,Godoy Cruz,False
692,A. Hakimi,Morocco,DEF,89,111000000,Paris Saint-Germain,True
693,Y. Bounou,Morocco,GK,82,5000000,Al Hilal,True
694,Brahim,Morocco,MID,82,36500000,Real Madrid,True
695,Y. En-Nesyri,Morocco,FWD,82,31000000,Fenerbahçe SK,True
696,N. Aguerd,Morocco,DEF,81,24000000,Olympique de Marseille,True
697,A. El Kaabi,Morocco,FWD,80,17000000,Olympiacos FC,True
698,N. Mazraoui,Morocco,DEF,80,22000000,Manchester United,True
699,A. Hamdallah,Morocco,FWD,79,8500000,Al Shabab,True
700,I. Saibari,Morocco,MID,79,26500000,PSV,True
701,R. Saïss,Morocco,DEF,79,0,nan,True
702,H. Ziyech,Morocco,MID,78,0,nan,True
703,A. Adli,Morocco,FWD,78,20000000,AFC Bournemouth,True
704,S. Amrabat,Morocco,MID,78,12500000,Real Betis Balompié,True
705,S. Rahimi,Morocco,MID,78,14000000,Al Ain,True
706,O. El Hilali,Morocco,DEF,77,16000000,RCD Espanyol,True
707,N. El Aynaoui,Morocco,MID,77,16500000,Roma,True
708,Abde,Morocco,MID,77,16500000,Real Betis Balompié,True
709,M. Batna,Morocco,MID,77,4300000,Al Fateh,True
710,A. Ounahi,Morocco,MID,76,11000000,Girona FC,True
711,B. El Khannouss,Morocco,MID,76,17000000,VfB Stuttgart,True
712,E. Ben Seghir,Morocco,MID,76,16500000,Bayer 04 Leverkusen,True
713,O. Sahraoui,Morocco,MID,76,12000000,Lille OSC,True
714,Z. El Ouahdi,Morocco,DEF,76,14500000,KRC Genk,True
715,S. Diop,Morocco,FWD,76,10000000,OGC Nice,True
716,A. Harit,Morocco,MID,75,5500000,Medipol Başakşehir FK,True
717,S. El Karouani,Morocco,DEF,75,7500000,FC Utrecht,True
718,I. Akhomach,Morocco,MID,74,9500000,Villarreal CF,False
719,M. Mohand Mohamedi,Morocco,GK,74,0,nan,False
720,I. Chair,Morocco,MID,74,4500000,Queens Park Rangers,False
721,A. Zaroury,Morocco,FWD,74,6500000,Panathinaikos FC,False
722,V. van Dijk,Netherlands,DEF,90,57000000,Liverpool,True
723,F. de Jong,Netherlands,MID,87,79500000,FC Barcelona,True
724,T. Reijnders,Netherlands,MID,86,79500000,Manchester City,True
725,R. Gravenberch,Netherlands,MID,85,66500000,Liverpool,True
726,D. Dumfries,Netherlands,DEF,84,37000000,Inter,True
727,C. Gakpo,Netherlands,MID,84,49500000,Liverpool,True
728,S. de Vrij,Netherlands,DEF,84,20000000,Inter,True
729,X. Simons,Netherlands,MID,84,58500000,Tottenham Hotspur,True
730,J. Frimpong,Netherlands,DEF,83,43500000,Liverpool,True
731,N. Aké,Netherlands,DEF,83,30000000,Manchester City,True
732,S. Botman,Netherlands,DEF,82,36000000,Newcastle United,True
733,J. Timber,Netherlands,DEF,82,38500000,Arsenal,True
734,M. de Ligt,Netherlands,DEF,82,34000000,Manchester United,True
735,M. van de Ven,Netherlands,DEF,82,37000000,Tottenham Hotspur,True
736,M. de Roon,Netherlands,MID,81,12000000,Atalanta,True
737,M. Depay,Netherlands,FWD,81,0,nan,True
738,T. Koopmeiners,Netherlands,MID,81,27500000,Juventus,True
739,Q. Timber,Netherlands,MID,80,31500000,Feyenoord,True
740,J. Schouten,Netherlands,MID,80,20500000,PSV,True
741,J. van Hecke,Netherlands,DEF,80,25000000,Brighton & Hove Albion,True
742,S. Bergwijn,Netherlands,MID,80,22500000,Al Ittihad,True
743,N. Lang,Netherlands,FWD,80,25000000,Napoli,True
744,J. Clasie,Netherlands,MID,79,6000000,AZ Alkmaar,True
745,D. Malen,Netherlands,MID,79,20500000,Aston Villa,True
746,J. Veerman,Netherlands,MID,79,21500000,PSV,True
747,J. Kluivert,Netherlands,MID,79,21500000,AFC Bournemouth,True
748,I. Maatsen,Netherlands,DEF,79,24500000,Aston Villa,False
749,J. Cillessen,Netherlands,GK,79,1900000,NEC Nijmegen,False
750,W. Weghorst,Netherlands,FWD,78,11500000,Ajax,False
751,L. de Jong,Netherlands,FWD,78,7000000,FC Porto,False
752,C. Wood,New Zealand,FWD,82,19500000,Nottingham Forest,True
753,J. Bell,New Zealand,MID,74,5000000,Viking FK,True
754,L. Cacace,New Zealand,DEF,72,3300000,Wrexham,True
755,A. Paulsen,New Zealand,GK,71,3600000,Lechia Gdańsk,True
756,M. Stamenić,New Zealand,MID,71,3900000,Swansea City,True
757,M. Boxall,New Zealand,DEF,70,275000,Minnesota United FC,True
758,T. Bindon,New Zealand,DEF,69,3200000,Sheffield United,True
759,F. de Vries,New Zealand,DEF,69,1200000,Auckland FC,True
760,F. Surman,New Zealand,DEF,68,2300000,Portland Timbers,True
761,B. Old,New Zealand,FWD,68,2700000,AS Saint-Étienne,True
762,K. Barbarouses,New Zealand,FWD,68,525000,Western Sydney Wanderers,True
763,C. McCowatt,New Zealand,MID,67,1300000,Silkeborg IF,True
764,A. Rufer,New Zealand,MID,67,875000,Wellington Phoenix,True
765,N. Pijnaker,New Zealand,DEF,67,1100000,Auckland FC,True
766,E. Just,New Zealand,FWD,66,1100000,Motherwell FC,True
767,R. Thomas,New Zealand,MID,66,825000,PEC Zwolle,True
768,M. Crocombe,New Zealand,GK,65,375000,Millwall FC,True
769,M. Garbett,New Zealand,MID,65,1100000,Peterborough United,True
770,B. Tuiloma,New Zealand,DEF,65,575000,Charlotte FC,True
771,J. McGarry,New Zealand,DEF,64,625000,Brisbane Roar,True
772,L. Rogerson,New Zealand,MID,64,625000,Auckland FC,True
773,T. Payne,New Zealand,DEF,63,350000,Wellington Phoenix,True
774,S. Sutton,New Zealand,DEF,63,1000000,Perth Glory,True
775,O. Sail,New Zealand,GK,63,375000,Auckland FC,True
776,C. Elliot,New Zealand,DEF,62,475000,Auckland FC,True
777,L. Bayliss,New Zealand,MID,62,900000,Newcastle Jets,True
778,S. Roux,New Zealand,DEF,62,275000,Central Coast Mariners,False
779,I. Hughes,New Zealand,DEF,62,825000,Wellington Phoenix,False
780,C. Howieson,New Zealand,MID,62,375000,Auckland FC,False
781,B. Waine,New Zealand,FWD,62,600000,Port Vale,False
782,E. Haaland,Norway,FWD,90,157000000,Manchester City,True
783,M. Ødegaard,Norway,MID,87,98000000,Arsenal,True
784,A. Sørloth,Norway,FWD,84,42000000,Atlético Madrid,True
785,F. Aursnes,Norway,MID,80,20500000,SL Benfica,True
786,S. Berge,Norway,MID,79,18000000,Fulham FC,True
787,J. Ryerson,Norway,DEF,79,18500000,Borussia Dortmund,True
788,J. Larsen,Norway,FWD,78,21000000,Wolverhampton Wanderers,True
789,P. Berg,Norway,MID,77,12000000,FK Bodø/Glimt,True
790,Ø. Nyland,Norway,GK,76,1300000,Sevilla FC,True
791,A. Nusa,Norway,MID,76,18000000,RB Leipzig,True
792,Z. Tripić,Norway,FWD,76,6000000,Viking FK,True
793,M. Elyounoussi,Norway,MID,76,7000000,FC København,True
794,K. Thorstvedt,Norway,MID,75,6500000,Sassuolo,True
795,A. Schjelderup,Norway,FWD,75,12500000,SL Benfica,True
796,A. Dønnum,Norway,MID,75,6000000,Toulouse FC,True
797,J. Svensson,Norway,DEF,75,3900000,Beşiktaş JK,True
798,K. Ajer,Norway,DEF,75,6000000,Brentford,True
799,A. Hanche-Olsen,Norway,DEF,75,5500000,1. FSV Mainz 05,True
800,J. King,Norway,FWD,74,2700000,Al Khaleej,True
801,F. Bjørkan,Norway,DEF,74,4500000,FK Bodø/Glimt,True
802,F. Myhre,Norway,MID,74,5500000,SK Brann,True
803,J. Hauge,Norway,FWD,74,5500000,FK Bodø/Glimt,True
804,M. Eikrem,Norway,MID,74,2000000,Molde FK,True
805,M. Dæhli,Norway,MID,73,2500000,Molde FK,True
806,H. Evjen,Norway,MID,73,4200000,FK Bodø/Glimt,True
807,O. Edvardsen,Norway,FWD,73,3600000,Ajax,True
808,D. Wolfe,Norway,DEF,73,4300000,Wolverhampton Wanderers,False
809,J. Glesnes,Norway,DEF,73,2100000,Philadelphia Union,False
810,S. Nordli,Norway,MID,73,3600000,Rosenborg BK,False
811,T. Heggem,Norway,DEF,73,3500000,Bologna,False
812,A. Murillo,Panama,DEF,76,6500000,Olympique de Marseille,True
813,L. Mejía,Panama,GK,72,400000,Club Nacional de Football,True
